archive_name,datetime,product,product_code,data_units
SNODAS_20050125.tar,2005-01-25,"Modeled blowing snow sublimation rate, 24-hour total",150749875 ,Meters / 100000.000000
SNODAS_20050125.tar,2005-01-25,"Modeled snowpack sublimation rate, 24-hour total",150749332 ,Meters / 100000.000000
SNODAS_20050125.tar,2005-01-25,"Modeled melt rate, bottom of snow layers, 24-hour total",150748810 ,Meters / 100000.000000
SNODAS_20050125.tar,2005-01-25,"Modeled snow water equivalent, total of snow layers",150751465 ,Meters / 1000.000000
SNODAS_20050125.tar,2005-01-25,"Snow accumulation, 24-hour total",150750434 ,Kilograms per square meter / 10.000000
SNODAS_20050125.tar,2005-01-25,"Modeled snow layer thickness, total of snow layers",150748612 ,Meters / 1000.000000
SNODAS_20050125.tar,2005-01-25,"Non-snow accumulation, 24-hour total",150750880 ,Kilograms per square meter / 10.000000
SNODAS_20050128.tar,2005-01-28,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",151122535 ,Kelvins
SNODAS_20050128.tar,2005-01-28,"Modeled melt rate, bottom of snow layers, 24-hour total",151119355 ,Meters / 100000.000000
SNODAS_20050128.tar,2005-01-28,"Non-snow accumulation, 24-hour total",151122131 ,Kilograms per square meter / 10.000000
SNODAS_20050128.tar,2005-01-28,"Snow accumulation, 24-hour total",151121566 ,Kilograms per square meter / 10.000000
SNODAS_20050128.tar,2005-01-28,"Modeled snow water equivalent, total of snow layers",151112010 ,Meters / 1000.000000
SNODAS_20050128.tar,2005-01-28,"Modeled snowpack sublimation rate, 24-hour total",151120032 ,Meters / 100000.000000
SNODAS_20050128.tar,2005-01-28,"Modeled blowing snow sublimation rate, 24-hour total",151121117 ,Meters / 100000.000000
SNODAS_20050128.tar,2005-01-28,"Modeled snow layer thickness, total of snow layers",151112206 ,Meters / 1000.000000
SNODAS_20050525.tar,2005-05-25,"Modeled snow water equivalent, total of snow layers",165356254 ,Meters / 1000.000000
SNODAS_20050525.tar,2005-05-25,"Modeled snow layer thickness, total of snow layers",165356396 ,Meters / 1000.000000
SNODAS_20050525.tar,2005-05-25,"Non-snow accumulation, 24-hour total",165364498 ,Kilograms per square meter / 10.000000
SNODAS_20050525.tar,2005-05-25,"Snow accumulation, 24-hour total",165364492 ,Kilograms per square meter / 10.000000
SNODAS_20050525.tar,2005-05-25,"Modeled blowing snow sublimation rate, 24-hour total",165364488 ,Meters / 100000.000000
SNODAS_20050525.tar,2005-05-25,"Modeled snowpack sublimation rate, 24-hour total",165364431 ,Meters / 100000.000000
SNODAS_20050525.tar,2005-05-25,"Modeled melt rate, bottom of snow layers, 24-hour total",165364278 ,Meters / 100000.000000
SNODAS_20050525.tar,2005-05-25,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",165364536 ,Kelvins
SNODAS_20050203.tar,2005-02-03,"Modeled blowing snow sublimation rate, 24-hour total",151884888 ,Meters / 100000.000000
SNODAS_20050203.tar,2005-02-03,"Snow accumulation, 24-hour total",151885140 ,Kilograms per square meter / 10.000000
SNODAS_20050203.tar,2005-02-03,"Modeled snow layer thickness, total of snow layers",151883448 ,Meters / 1000.000000
SNODAS_20050203.tar,2005-02-03,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",151885217 ,Kelvins
SNODAS_20050203.tar,2005-02-03,"Modeled snowpack sublimation rate, 24-hour total",151884460 ,Meters / 100000.000000
SNODAS_20050203.tar,2005-02-03,"Modeled snow water equivalent, total of snow layers",151885218 ,Meters / 1000.000000
SNODAS_20050203.tar,2005-02-03,"Modeled melt rate, bottom of snow layers, 24-hour total",151883729 ,Meters / 100000.000000
SNODAS_20050203.tar,2005-02-03,"Non-snow accumulation, 24-hour total",151885216 ,Kilograms per square meter / 10.000000
SNODAS_20050424.tar,2005-04-24,"Modeled snow layer thickness, total of snow layers",161505305 ,Meters / 1000.000000
SNODAS_20050424.tar,2005-04-24,"Non-snow accumulation, 24-hour total",161510606 ,Kilograms per square meter / 10.000000
SNODAS_20050424.tar,2005-04-24,"Modeled blowing snow sublimation rate, 24-hour total",161510602 ,Meters / 100000.000000
SNODAS_20050424.tar,2005-04-24,"Snow accumulation, 24-hour total",161513679 ,Kilograms per square meter / 10.000000
SNODAS_20050424.tar,2005-04-24,"Modeled melt rate, bottom of snow layers, 24-hour total",161510475 ,Meters / 100000.000000
SNODAS_20050424.tar,2005-04-24,"Modeled snow water equivalent, total of snow layers",161510603 ,Meters / 1000.000000
SNODAS_20050424.tar,2005-04-24,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",161510664 ,Kelvins
SNODAS_20050424.tar,2005-04-24,"Modeled snowpack sublimation rate, 24-hour total",161513240 ,Meters / 100000.000000
SNODAS_20050507.tar,2005-05-07,"Non-snow accumulation, 24-hour total",163126020 ,Kilograms per square meter / 10.000000
SNODAS_20050507.tar,2005-05-07,"Modeled blowing snow sublimation rate, 24-hour total",163125038 ,Meters / 100000.000000
SNODAS_20050507.tar,2005-05-07,"Snow accumulation, 24-hour total",163125586 ,Kilograms per square meter / 10.000000
SNODAS_20050507.tar,2005-05-07,"Modeled snow layer thickness, total of snow layers",163122379 ,Meters / 1000.000000
SNODAS_20050507.tar,2005-05-07,"Modeled snow water equivalent, total of snow layers",163122639 ,Meters / 1000.000000
SNODAS_20050507.tar,2005-05-07,"Modeled snowpack sublimation rate, 24-hour total",163128526 ,Meters / 100000.000000
SNODAS_20050507.tar,2005-05-07,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",163126265 ,Kelvins
SNODAS_20050507.tar,2005-05-07,"Modeled melt rate, bottom of snow layers, 24-hour total",163128326 ,Meters / 100000.000000
SNODAS_20050502.tar,2005-05-02,"Modeled snowpack sublimation rate, 24-hour total",162507715 ,Meters / 100000.000000
SNODAS_20050502.tar,2005-05-02,"Modeled snow layer thickness, total of snow layers",162502198 ,Meters / 1000.000000
SNODAS_20050502.tar,2005-05-02,"Modeled blowing snow sublimation rate, 24-hour total",162507719 ,Meters / 100000.000000
SNODAS_20050502.tar,2005-05-02,"Modeled snow water equivalent, total of snow layers",162502005 ,Meters / 1000.000000
SNODAS_20050502.tar,2005-05-02,"Snow accumulation, 24-hour total",162506040 ,Kilograms per square meter / 10.000000
SNODAS_20050502.tar,2005-05-02,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",162506232 ,Kelvins
SNODAS_20050502.tar,2005-05-02,"Modeled melt rate, bottom of snow layers, 24-hour total",162507651 ,Meters / 100000.000000
SNODAS_20050502.tar,2005-05-02,"Non-snow accumulation, 24-hour total",162506148 ,Kilograms per square meter / 10.000000
SNODAS_20050708.tar,2005-07-08,"Modeled snow water equivalent, total of snow layers",170732040 ,Meters / 1000.000000
SNODAS_20050708.tar,2005-07-08,"Non-snow accumulation, 24-hour total",170739671 ,Kilograms per square meter / 10.000000
SNODAS_20050708.tar,2005-07-08,"Snow accumulation, 24-hour total",170739410 ,Kilograms per square meter / 10.000000
SNODAS_20050708.tar,2005-07-08,"Modeled snowpack sublimation rate, 24-hour total",170738032 ,Meters / 100000.000000
SNODAS_20050708.tar,2005-07-08,"Modeled snow layer thickness, total of snow layers",170732238 ,Meters / 1000.000000
SNODAS_20050708.tar,2005-07-08,"Modeled blowing snow sublimation rate, 24-hour total",170738704 ,Meters / 100000.000000
SNODAS_20050708.tar,2005-07-08,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",170739849 ,Kelvins
SNODAS_20050708.tar,2005-07-08,"Modeled melt rate, bottom of snow layers, 24-hour total",170737561 ,Meters / 100000.000000
SNODAS_20041202.tar,2004-12-02,"Modeled blowing snow sublimation rate, 24-hour total",143748253 ,Meters / 100000.000000
SNODAS_20041202.tar,2004-12-02,"Non-snow accumulation, 24-hour total",143742668 ,Kilograms per square meter / 10.000000
SNODAS_20041202.tar,2004-12-02,"Modeled melt rate, bottom of snow layers, 24-hour total",143747659 ,Meters / 100000.000000
SNODAS_20041202.tar,2004-12-02,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",143749118 ,Kelvins
SNODAS_20041202.tar,2004-12-02,"Modeled snow water equivalent, total of snow layers",143735710 ,Meters / 1000.000000
SNODAS_20041202.tar,2004-12-02,"Modeled snow layer thickness, total of snow layers",143735971 ,Meters / 1000.000000
SNODAS_20041202.tar,2004-12-02,"Modeled snowpack sublimation rate, 24-hour total",143747873 ,Meters / 100000.000000
SNODAS_20041202.tar,2004-12-02,"Snow accumulation, 24-hour total",143748575 ,Kilograms per square meter / 10.000000
SNODAS_20050302.tar,2005-03-02,"Modeled snowpack sublimation rate, 24-hour total",155108083 ,Meters / 100000.000000
SNODAS_20050302.tar,2005-03-02,"Modeled snow layer thickness, total of snow layers",155102404 ,Meters / 1000.000000
SNODAS_20050302.tar,2005-03-02,"Modeled melt rate, bottom of snow layers, 24-hour total",155107622 ,Meters / 100000.000000
SNODAS_20050302.tar,2005-03-02,"Non-snow accumulation, 24-hour total",155109823 ,Kilograms per square meter / 10.000000
SNODAS_20050302.tar,2005-03-02,"Modeled blowing snow sublimation rate, 24-hour total",155108888 ,Meters / 100000.000000
SNODAS_20050302.tar,2005-03-02,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",155110019 ,Kelvins
SNODAS_20050302.tar,2005-03-02,"Modeled snow water equivalent, total of snow layers",155102202 ,Meters / 1000.000000
SNODAS_20050302.tar,2005-03-02,"Snow accumulation, 24-hour total",155109457 ,Kilograms per square meter / 10.000000
SNODAS_20050618.tar,2005-06-18,"Modeled snow layer thickness, total of snow layers",168353110 ,Meters / 1000.000000
SNODAS_20050618.tar,2005-06-18,"Modeled snow water equivalent, total of snow layers",168353450 ,Meters / 1000.000000
SNODAS_20050618.tar,2005-06-18,"Non-snow accumulation, 24-hour total",168356868 ,Kilograms per square meter / 10.000000
SNODAS_20050618.tar,2005-06-18,"Modeled blowing snow sublimation rate, 24-hour total",168359584 ,Meters / 100000.000000
SNODAS_20050618.tar,2005-06-18,"Snow accumulation, 24-hour total",168356266 ,Kilograms per square meter / 10.000000
SNODAS_20050618.tar,2005-06-18,"Modeled snowpack sublimation rate, 24-hour total",168359403 ,Meters / 100000.000000
SNODAS_20050618.tar,2005-06-18,"Modeled melt rate, bottom of snow layers, 24-hour total",168359186 ,Meters / 100000.000000
SNODAS_20050618.tar,2005-06-18,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",168357034 ,Kelvins
SNODAS_20050415.tar,2005-04-15,"Modeled melt rate, bottom of snow layers, 24-hour total",160411921 ,Meters / 100000.000000
SNODAS_20050415.tar,2005-04-15,"Modeled blowing snow sublimation rate, 24-hour total",160412037 ,Meters / 100000.000000
SNODAS_20050415.tar,2005-04-15,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",160410561 ,Kelvins
SNODAS_20050415.tar,2005-04-15,"Non-snow accumulation, 24-hour total",160410425 ,Kilograms per square meter / 10.000000
SNODAS_20050415.tar,2005-04-15,"Modeled snowpack sublimation rate, 24-hour total",160412035 ,Meters / 100000.000000
SNODAS_20050415.tar,2005-04-15,"Modeled snow water equivalent, total of snow layers",160406514 ,Meters / 1000.000000
SNODAS_20050415.tar,2005-04-15,"Snow accumulation, 24-hour total",160410348 ,Kilograms per square meter / 10.000000
SNODAS_20050415.tar,2005-04-15,"Modeled snow layer thickness, total of snow layers",160406646 ,Meters / 1000.000000
SNODAS_20041231.tar,2004-12-31,"Modeled snowpack sublimation rate, 24-hour total",147527290 ,Meters / 100000.000000
SNODAS_20041231.tar,2004-12-31,"Modeled snow water equivalent, total of snow layers",147522478 ,Meters / 1000.000000
SNODAS_20041231.tar,2004-12-31,"Modeled blowing snow sublimation rate, 24-hour total",147527291 ,Meters / 100000.000000
SNODAS_20041231.tar,2004-12-31,"Modeled melt rate, bottom of snow layers, 24-hour total",147527279 ,Meters / 100000.000000
SNODAS_20041231.tar,2004-12-31,"Modeled snow layer thickness, total of snow layers",147522701 ,Meters / 1000.000000
SNODAS_20041231.tar,2004-12-31,"Snow accumulation, 24-hour total",147527292 ,Kilograms per square meter / 10.000000
SNODAS_20041231.tar,2004-12-31,"Non-snow accumulation, 24-hour total",147527300 ,Kilograms per square meter / 10.000000
SNODAS_20041231.tar,2004-12-31,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",147527303 ,Kelvins
SNODAS_20050211.tar,2005-02-11,"Non-snow accumulation, 24-hour total",152842205 ,Kilograms per square meter / 10.000000
SNODAS_20050211.tar,2005-02-11,"Modeled snow layer thickness, total of snow layers",152839743 ,Meters / 1000.000000
SNODAS_20050211.tar,2005-02-11,"Modeled snow water equivalent, total of snow layers",152842870 ,Meters / 1000.000000
SNODAS_20050211.tar,2005-02-11,"Snow accumulation, 24-hour total",152841847 ,Kilograms per square meter / 10.000000
SNODAS_20050211.tar,2005-02-11,"Modeled melt rate, bottom of snow layers, 24-hour total",152840058 ,Meters / 100000.000000
SNODAS_20050211.tar,2005-02-11,"Modeled blowing snow sublimation rate, 24-hour total",152841342 ,Meters / 100000.000000
SNODAS_20050211.tar,2005-02-11,"Modeled snowpack sublimation rate, 24-hour total",152840716 ,Meters / 100000.000000
SNODAS_20050211.tar,2005-02-11,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",152842519 ,Kelvins
SNODAS_20041220.tar,2004-12-20,"Modeled snow layer thickness, total of snow layers",146105416 ,Meters / 1000.000000
SNODAS_20041220.tar,2004-12-20,"Snow accumulation, 24-hour total",146111015 ,Kilograms per square meter / 10.000000
SNODAS_20041220.tar,2004-12-20,"Modeled melt rate, bottom of snow layers, 24-hour total",146110722 ,Meters / 100000.000000
SNODAS_20041220.tar,2004-12-20,"Modeled blowing snow sublimation rate, 24-hour total",146110761 ,Meters / 100000.000000
SNODAS_20041220.tar,2004-12-20,"Modeled snow water equivalent, total of snow layers",146104992 ,Meters / 1000.000000
SNODAS_20041220.tar,2004-12-20,"Modeled snowpack sublimation rate, 24-hour total",146110723 ,Meters / 100000.000000
SNODAS_20041220.tar,2004-12-20,"Non-snow accumulation, 24-hour total",146111200 ,Kilograms per square meter / 10.000000
SNODAS_20041220.tar,2004-12-20,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",146111293 ,Kelvins
SNODAS_20050615.tar,2005-06-15,"Modeled snow layer thickness, total of snow layers",167982923 ,Meters / 1000.000000
SNODAS_20050615.tar,2005-06-15,"Non-snow accumulation, 24-hour total",167985805 ,Kilograms per square meter / 10.000000
SNODAS_20050615.tar,2005-06-15,"Modeled snowpack sublimation rate, 24-hour total",167984570 ,Meters / 100000.000000
SNODAS_20050615.tar,2005-06-15,"Modeled snow water equivalent, total of snow layers",167983971 ,Meters / 1000.000000
SNODAS_20050615.tar,2005-06-15,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",167985954 ,Kelvins
SNODAS_20050615.tar,2005-06-15,"Modeled blowing snow sublimation rate, 24-hour total",167985104 ,Meters / 100000.000000
SNODAS_20050615.tar,2005-06-15,"Snow accumulation, 24-hour total",167985616 ,Kilograms per square meter / 10.000000
SNODAS_20050615.tar,2005-06-15,"Modeled melt rate, bottom of snow layers, 24-hour total",167984030 ,Meters / 100000.000000
SNODAS_20050213.tar,2005-02-13,"Modeled blowing snow sublimation rate, 24-hour total",153076647 ,Meters / 100000.000000
SNODAS_20050213.tar,2005-02-13,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",153077622 ,Kelvins
SNODAS_20050213.tar,2005-02-13,"Modeled melt rate, bottom of snow layers, 24-hour total",153075376 ,Meters / 100000.000000
SNODAS_20050213.tar,2005-02-13,"Modeled snow water equivalent, total of snow layers",153070154 ,Meters / 1000.000000
SNODAS_20050213.tar,2005-02-13,"Modeled snowpack sublimation rate, 24-hour total",153075819 ,Meters / 100000.000000
SNODAS_20050213.tar,2005-02-13,"Non-snow accumulation, 24-hour total",153077392 ,Kilograms per square meter / 10.000000
SNODAS_20050213.tar,2005-02-13,"Snow accumulation, 24-hour total",153076926 ,Kilograms per square meter / 10.000000
SNODAS_20050213.tar,2005-02-13,"Modeled snow layer thickness, total of snow layers",153072850 ,Meters / 1000.000000
SNODAS_20050513.tar,2005-05-13,"Modeled snow water equivalent, total of snow layers",163869669 ,Meters / 1000.000000
SNODAS_20050513.tar,2005-05-13,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",163873189 ,Kelvins
SNODAS_20050513.tar,2005-05-13,"Modeled snow layer thickness, total of snow layers",163869391 ,Meters / 1000.000000
SNODAS_20050513.tar,2005-05-13,"Snow accumulation, 24-hour total",163872434 ,Kilograms per square meter / 10.000000
SNODAS_20050513.tar,2005-05-13,"Modeled melt rate, bottom of snow layers, 24-hour total",163875279 ,Meters / 100000.000000
SNODAS_20050513.tar,2005-05-13,"Modeled snowpack sublimation rate, 24-hour total",163875342 ,Meters / 100000.000000
SNODAS_20050513.tar,2005-05-13,"Non-snow accumulation, 24-hour total",163872961 ,Kilograms per square meter / 10.000000
SNODAS_20050513.tar,2005-05-13,"Modeled blowing snow sublimation rate, 24-hour total",163875347 ,Meters / 100000.000000
SNODAS_20041211.tar,2004-12-11,"Snow accumulation, 24-hour total",144975640 ,Kilograms per square meter / 10.000000
SNODAS_20041211.tar,2004-12-11,"Modeled snow water equivalent, total of snow layers",144966557 ,Meters / 1000.000000
SNODAS_20041211.tar,2004-12-11,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",144976087 ,Kelvins
SNODAS_20041211.tar,2004-12-11,"Modeled melt rate, bottom of snow layers, 24-hour total",144975147 ,Meters / 100000.000000
SNODAS_20041211.tar,2004-12-11,"Non-snow accumulation, 24-hour total",144975937 ,Kilograms per square meter / 10.000000
SNODAS_20041211.tar,2004-12-11,"Modeled snowpack sublimation rate, 24-hour total",144975323 ,Meters / 100000.000000
SNODAS_20041211.tar,2004-12-11,"Modeled snow layer thickness, total of snow layers",144966771 ,Meters / 1000.000000
SNODAS_20041211.tar,2004-12-11,"Modeled blowing snow sublimation rate, 24-hour total",144975425 ,Meters / 100000.000000
SNODAS_20041027.tar,2004-10-27,"Modeled melt rate, bottom of snow layers, 24-hour total",139211585 ,Meters / 100000.000000
SNODAS_20041027.tar,2004-10-27,"Modeled snow water equivalent, total of snow layers",139210386 ,Meters / 1000.000000
SNODAS_20041027.tar,2004-10-27,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",139210368 ,Kelvins
SNODAS_20041027.tar,2004-10-27,"Modeled blowing snow sublimation rate, 24-hour total",139211599 ,Meters / 100000.000000
SNODAS_20041027.tar,2004-10-27,"Snow accumulation, 24-hour total",139210365 ,Kilograms per square meter / 10.000000
SNODAS_20041027.tar,2004-10-27,"Modeled snow layer thickness, total of snow layers",139210384 ,Meters / 1000.000000
SNODAS_20041027.tar,2004-10-27,"Non-snow accumulation, 24-hour total",139210367 ,Kilograms per square meter / 10.000000
SNODAS_20041027.tar,2004-10-27,"Modeled snowpack sublimation rate, 24-hour total",139211591 ,Meters / 100000.000000
SNODAS_20050317.tar,2005-03-17,"Modeled snow water equivalent, total of snow layers",156862664 ,Meters / 1000.000000
SNODAS_20050317.tar,2005-03-17,"Non-snow accumulation, 24-hour total",156870256 ,Kilograms per square meter / 10.000000
SNODAS_20050317.tar,2005-03-17,"Modeled snowpack sublimation rate, 24-hour total",156868853 ,Meters / 100000.000000
SNODAS_20050317.tar,2005-03-17,"Modeled blowing snow sublimation rate, 24-hour total",156869345 ,Meters / 100000.000000
SNODAS_20050317.tar,2005-03-17,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",156870431 ,Kelvins
SNODAS_20050317.tar,2005-03-17,"Modeled snow layer thickness, total of snow layers",156862860 ,Meters / 1000.000000
SNODAS_20050317.tar,2005-03-17,"Snow accumulation, 24-hour total",156869999 ,Kilograms per square meter / 10.000000
SNODAS_20050317.tar,2005-03-17,"Modeled melt rate, bottom of snow layers, 24-hour total",156868105 ,Meters / 100000.000000
SNODAS_20050611.tar,2005-06-11,"Modeled snowpack sublimation rate, 24-hour total",167488587 ,Meters / 100000.000000
SNODAS_20050611.tar,2005-06-11,"Modeled snow water equivalent, total of snow layers",167482730 ,Meters / 1000.000000
SNODAS_20050611.tar,2005-06-11,"Snow accumulation, 24-hour total",167485953 ,Kilograms per square meter / 10.000000
SNODAS_20050611.tar,2005-06-11,"Modeled snow layer thickness, total of snow layers",167482501 ,Meters / 1000.000000
SNODAS_20050611.tar,2005-06-11,"Non-snow accumulation, 24-hour total",167486257 ,Kilograms per square meter / 10.000000
SNODAS_20050611.tar,2005-06-11,"Modeled blowing snow sublimation rate, 24-hour total",167485322 ,Meters / 100000.000000
SNODAS_20050611.tar,2005-06-11,"Modeled melt rate, bottom of snow layers, 24-hour total",167488330 ,Meters / 100000.000000
SNODAS_20050611.tar,2005-06-11,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",167486286 ,Kelvins
SNODAS_20041216.tar,2004-12-16,"Modeled snow layer thickness, total of snow layers",145602929 ,Meters / 1000.000000
SNODAS_20041216.tar,2004-12-16,"Modeled melt rate, bottom of snow layers, 24-hour total",145609992 ,Meters / 100000.000000
SNODAS_20041216.tar,2004-12-16,"Modeled blowing snow sublimation rate, 24-hour total",145610741 ,Meters / 100000.000000
SNODAS_20041216.tar,2004-12-16,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",145612179 ,Kelvins
SNODAS_20041216.tar,2004-12-16,"Modeled snow water equivalent, total of snow layers",145602656 ,Meters / 1000.000000
SNODAS_20041216.tar,2004-12-16,"Non-snow accumulation, 24-hour total",145611677 ,Kilograms per square meter / 10.000000
SNODAS_20041216.tar,2004-12-16,"Snow accumulation, 24-hour total",145611371 ,Kilograms per square meter / 10.000000
SNODAS_20041216.tar,2004-12-16,"Modeled snowpack sublimation rate, 24-hour total",145610463 ,Meters / 100000.000000
SNODAS_20050601.tar,2005-06-01,"Snow accumulation, 24-hour total",166228884 ,Kilograms per square meter / 10.000000
SNODAS_20050601.tar,2005-06-01,"Modeled snow water equivalent, total of snow layers",166223044 ,Meters / 1000.000000
SNODAS_20050601.tar,2005-06-01,"Modeled snowpack sublimation rate, 24-hour total",166231594 ,Meters / 100000.000000
SNODAS_20050601.tar,2005-06-01,"Modeled melt rate, bottom of snow layers, 24-hour total",166231488 ,Meters / 100000.000000
SNODAS_20050601.tar,2005-06-01,"Modeled blowing snow sublimation rate, 24-hour total",166231692 ,Meters / 100000.000000
SNODAS_20050601.tar,2005-06-01,"Modeled snow layer thickness, total of snow layers",166225061 ,Meters / 1000.000000
SNODAS_20050601.tar,2005-06-01,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",166229297 ,Kelvins
SNODAS_20050601.tar,2005-06-01,"Non-snow accumulation, 24-hour total",166229230 ,Kilograms per square meter / 10.000000
SNODAS_20050114.tar,2005-01-14,"Non-snow accumulation, 24-hour total",149326599 ,Kilograms per square meter / 10.000000
SNODAS_20050114.tar,2005-01-14,"Modeled melt rate, bottom of snow layers, 24-hour total",149324433 ,Meters / 100000.000000
SNODAS_20050114.tar,2005-01-14,"Modeled snowpack sublimation rate, 24-hour total",149325107 ,Meters / 100000.000000
SNODAS_20050114.tar,2005-01-14,"Snow accumulation, 24-hour total",149326309 ,Kilograms per square meter / 10.000000
SNODAS_20050114.tar,2005-01-14,"Modeled blowing snow sublimation rate, 24-hour total",149325861 ,Meters / 100000.000000
SNODAS_20050114.tar,2005-01-14,"Modeled snow layer thickness, total of snow layers",149324078 ,Meters / 1000.000000
SNODAS_20050114.tar,2005-01-14,"Modeled snow water equivalent, total of snow layers",149326911 ,Meters / 1000.000000
SNODAS_20050114.tar,2005-01-14,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",149326880 ,Kelvins
SNODAS_20050227.tar,2005-02-27,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",154753652 ,Kelvins
SNODAS_20050227.tar,2005-02-27,"Modeled snow water equivalent, total of snow layers",154745894 ,Meters / 1000.000000
SNODAS_20050227.tar,2005-02-27,"Modeled blowing snow sublimation rate, 24-hour total",154752698 ,Meters / 100000.000000
SNODAS_20050227.tar,2005-02-27,"Non-snow accumulation, 24-hour total",154753469 ,Kilograms per square meter / 10.000000
SNODAS_20050227.tar,2005-02-27,"Modeled snow layer thickness, total of snow layers",154746105 ,Meters / 1000.000000
SNODAS_20050227.tar,2005-02-27,"Snow accumulation, 24-hour total",154753039 ,Kilograms per square meter / 10.000000
SNODAS_20050227.tar,2005-02-27,"Modeled snowpack sublimation rate, 24-hour total",154751769 ,Meters / 100000.000000
SNODAS_20050227.tar,2005-02-27,"Modeled melt rate, bottom of snow layers, 24-hour total",154751329 ,Meters / 100000.000000
SNODAS_20050105.tar,2005-01-05,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",148154840 ,Kelvins
SNODAS_20050105.tar,2005-01-05,"Modeled snow water equivalent, total of snow layers",148155207 ,Meters / 1000.000000
SNODAS_20050105.tar,2005-01-05,"Modeled blowing snow sublimation rate, 24-hour total",148153803 ,Meters / 100000.000000
SNODAS_20050105.tar,2005-01-05,"Modeled melt rate, bottom of snow layers, 24-hour total",148157530 ,Meters / 100000.000000
SNODAS_20050105.tar,2005-01-05,"Snow accumulation, 24-hour total",148154324 ,Kilograms per square meter / 10.000000
SNODAS_20050105.tar,2005-01-05,"Non-snow accumulation, 24-hour total",148154675 ,Kilograms per square meter / 10.000000
SNODAS_20050105.tar,2005-01-05,"Modeled snowpack sublimation rate, 24-hour total",148158228 ,Meters / 100000.000000
SNODAS_20050105.tar,2005-01-05,"Modeled snow layer thickness, total of snow layers",148152445 ,Meters / 1000.000000
SNODAS_20050620.tar,2005-06-20,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",168604287 ,Kelvins
SNODAS_20050620.tar,2005-06-20,"Snow accumulation, 24-hour total",168603620 ,Kilograms per square meter / 10.000000
SNODAS_20050620.tar,2005-06-20,"Non-snow accumulation, 24-hour total",168604075 ,Kilograms per square meter / 10.000000
SNODAS_20050620.tar,2005-06-20,"Modeled snow water equivalent, total of snow layers",168598065 ,Meters / 1000.000000
SNODAS_20050620.tar,2005-06-20,"Modeled snowpack sublimation rate, 24-hour total",168606752 ,Meters / 100000.000000
SNODAS_20050620.tar,2005-06-20,"Modeled blowing snow sublimation rate, 24-hour total",168606755 ,Meters / 100000.000000
SNODAS_20050620.tar,2005-06-20,"Modeled snow layer thickness, total of snow layers",168600314 ,Meters / 1000.000000
SNODAS_20050620.tar,2005-06-20,"Modeled melt rate, bottom of snow layers, 24-hour total",168606555 ,Meters / 100000.000000
SNODAS_20041005.tar,2004-10-05,"Snow accumulation, 24-hour total",136768626 ,Kilograms per square meter / 10.000000
SNODAS_20041005.tar,2004-10-05,"Modeled blowing snow sublimation rate, 24-hour total",136767314 ,Meters / 100000.000000
SNODAS_20041005.tar,2004-10-05,"Modeled snowpack sublimation rate, 24-hour total",136766267 ,Meters / 100000.000000
SNODAS_20041005.tar,2004-10-05,"Non-snow accumulation, 24-hour total",136769662 ,Kilograms per square meter / 10.000000
SNODAS_20041005.tar,2004-10-05,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",136770349 ,Kelvins
SNODAS_20041005.tar,2004-10-05,"Modeled snow layer thickness, total of snow layers",136752327 ,Meters / 1000.000000
SNODAS_20041005.tar,2004-10-05,"Modeled snow water equivalent, total of snow layers",136756324 ,Meters / 1000.000000
SNODAS_20041005.tar,2004-10-05,"Modeled melt rate, bottom of snow layers, 24-hour total",136764975 ,Meters / 100000.000000
SNODAS_20050528.tar,2005-05-28,"Modeled snow water equivalent, total of snow layers",165738483 ,Meters / 1000.000000
SNODAS_20050528.tar,2005-05-28,"Non-snow accumulation, 24-hour total",165738477 ,Kilograms per square meter / 10.000000
