archive_name,datetime,product,product_code,data_units
SNODAS_20060311.tar,2006-03-11,"Modeled snowpack sublimation rate, 24-hour total",202700562 ,Meters / 100000.000000
SNODAS_20060311.tar,2006-03-11,"Modeled melt rate, bottom of snow layers, 24-hour total",202700377 ,Meters / 100000.000000
SNODAS_20060311.tar,2006-03-11,"Non-snow accumulation, 24-hour total",202700672 ,Kilograms per square meter / 10.000000
SNODAS_20060311.tar,2006-03-11,"Modeled snow water equivalent, total of snow layers",202700702 ,Meters / 1000.000000
SNODAS_20060311.tar,2006-03-11,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",202700673 ,Kelvins
SNODAS_20060311.tar,2006-03-11,"Modeled blowing snow sublimation rate, 24-hour total",202700662 ,Meters / 100000.000000
SNODAS_20051001.tar,2005-10-01,"Modeled melt rate, bottom of snow layers, 24-hour total",181449904 ,Meters / 100000.000000
SNODAS_20051001.tar,2005-10-01,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",181451596 ,Kelvins
SNODAS_20051001.tar,2005-10-01,"Modeled snow layer thickness, total of snow layers",181444143 ,Meters / 1000.000000
SNODAS_20051001.tar,2005-10-01,"Non-snow accumulation, 24-hour total",181451589 ,Kilograms per square meter / 10.000000
SNODAS_20051001.tar,2005-10-01,"Modeled snow water equivalent, total of snow layers",181451978 ,Meters / 1000.000000
SNODAS_20051001.tar,2005-10-01,"Snow accumulation, 24-hour total",181451413 ,Kilograms per square meter / 10.000000
SNODAS_20051001.tar,2005-10-01,"Modeled snowpack sublimation rate, 24-hour total",181450451 ,Meters / 100000.000000
SNODAS_20051001.tar,2005-10-01,"Modeled blowing snow sublimation rate, 24-hour total",181451075 ,Meters / 100000.000000
SNODAS_20060318.tar,2006-03-18,"Modeled blowing snow sublimation rate, 24-hour total",203472440 ,Meters / 100000.000000
SNODAS_20060318.tar,2006-03-18,"Modeled snow layer thickness, total of snow layers",203470337 ,Meters / 1000.000000
SNODAS_20060318.tar,2006-03-18,"Snow accumulation, 24-hour total",203472448 ,Kilograms per square meter / 10.000000
SNODAS_20060318.tar,2006-03-18,"Modeled snowpack sublimation rate, 24-hour total",203472439 ,Meters / 100000.000000
SNODAS_20060318.tar,2006-03-18,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",203472458 ,Kelvins
SNODAS_20060318.tar,2006-03-18,"Non-snow accumulation, 24-hour total",203472457 ,Kilograms per square meter / 10.000000
SNODAS_20060318.tar,2006-03-18,"Modeled snow water equivalent, total of snow layers",203471648 ,Meters / 1000.000000
SNODAS_20060318.tar,2006-03-18,"Modeled melt rate, bottom of snow layers, 24-hour total",203472359 ,Meters / 100000.000000
SNODAS_20060325.tar,2006-03-25,"Snow accumulation, 24-hour total",204343659 ,Kilograms per square meter / 10.000000
SNODAS_20060325.tar,2006-03-25,"Modeled blowing snow sublimation rate, 24-hour total",204347874 ,Meters / 100000.000000
SNODAS_20060325.tar,2006-03-25,"Modeled melt rate, bottom of snow layers, 24-hour total",204347466 ,Meters / 100000.000000
SNODAS_20060325.tar,2006-03-25,"Non-snow accumulation, 24-hour total",204343696 ,Kilograms per square meter / 10.000000
SNODAS_20060325.tar,2006-03-25,"Modeled snow layer thickness, total of snow layers",204337125 ,Meters / 1000.000000
SNODAS_20060325.tar,2006-03-25,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",204343769 ,Kelvins
SNODAS_20060325.tar,2006-03-25,"Modeled snowpack sublimation rate, 24-hour total",204347652 ,Meters / 100000.000000
SNODAS_20060325.tar,2006-03-25,"Modeled snow water equivalent, total of snow layers",204337391 ,Meters / 1000.000000
SNODAS_20051024.tar,2005-10-24,"Modeled snow layer thickness, total of snow layers",184401700 ,Meters / 1000.000000
SNODAS_20051024.tar,2005-10-24,"Non-snow accumulation, 24-hour total",184404837 ,Kilograms per square meter / 10.000000
SNODAS_20051024.tar,2005-10-24,"Snow accumulation, 24-hour total",184404830 ,Kilograms per square meter / 10.000000
SNODAS_20051024.tar,2005-10-24,"Modeled melt rate, bottom of snow layers, 24-hour total",184404645 ,Meters / 100000.000000
SNODAS_20051024.tar,2005-10-24,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",184404844 ,Kelvins
SNODAS_20051024.tar,2005-10-24,"Modeled snowpack sublimation rate, 24-hour total",184404826 ,Meters / 100000.000000
SNODAS_20051024.tar,2005-10-24,"Modeled blowing snow sublimation rate, 24-hour total",184404827 ,Meters / 100000.000000
SNODAS_20051024.tar,2005-10-24,"Modeled snow water equivalent, total of snow layers",184402593 ,Meters / 1000.000000
SNODAS_20051106.tar,2005-11-06,"Non-snow accumulation, 24-hour total",186800374 ,Kilograms per square meter / 10.000000
SNODAS_20051106.tar,2005-11-06,"Modeled snowpack sublimation rate, 24-hour total",186800365 ,Meters / 100000.000000
SNODAS_20051106.tar,2005-11-06,"Modeled blowing snow sublimation rate, 24-hour total",186800366 ,Meters / 100000.000000
SNODAS_20051106.tar,2005-11-06,"Snow accumulation, 24-hour total",186800367 ,Kilograms per square meter / 10.000000
SNODAS_20051106.tar,2005-11-06,"Modeled snow layer thickness, total of snow layers",186797585 ,Meters / 1000.000000
SNODAS_20051106.tar,2005-11-06,"Modeled melt rate, bottom of snow layers, 24-hour total",186800204 ,Meters / 100000.000000
SNODAS_20051106.tar,2005-11-06,"Modeled snow water equivalent, total of snow layers",186799205 ,Meters / 1000.000000
SNODAS_20051106.tar,2005-11-06,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",186800390 ,Kelvins
SNODAS_20051211.tar,2005-12-11,"Modeled snowpack sublimation rate, 24-hour total",191416631 ,Meters / 100000.000000
SNODAS_20051211.tar,2005-12-11,"Non-snow accumulation, 24-hour total",191415193 ,Kilograms per square meter / 10.000000
SNODAS_20051211.tar,2005-12-11,"Modeled blowing snow sublimation rate, 24-hour total",191416632 ,Meters / 100000.000000
SNODAS_20051211.tar,2005-12-11,"Modeled snow layer thickness, total of snow layers",191414990 ,Meters / 1000.000000
SNODAS_20051211.tar,2005-12-11,"Modeled melt rate, bottom of snow layers, 24-hour total",191416543 ,Meters / 100000.000000
SNODAS_20051211.tar,2005-12-11,"Snow accumulation, 24-hour total",191414950 ,Kilograms per square meter / 10.000000
SNODAS_20051211.tar,2005-12-11,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",191415497 ,Kelvins
SNODAS_20051211.tar,2005-12-11,"Modeled snow water equivalent, total of snow layers",191416346 ,Meters / 1000.000000
SNODAS_20051130.tar,2005-11-30,"Snow accumulation, 24-hour total",189984959 ,Kilograms per square meter / 10.000000
SNODAS_20051130.tar,2005-11-30,"Modeled snowpack sublimation rate, 24-hour total",189984952 ,Meters / 100000.000000
SNODAS_20051130.tar,2005-11-30,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",189984965 ,Kelvins
SNODAS_20051130.tar,2005-11-30,"Non-snow accumulation, 24-hour total",189984962 ,Kilograms per square meter / 10.000000
SNODAS_20051130.tar,2005-11-30,"Modeled melt rate, bottom of snow layers, 24-hour total",189984949 ,Meters / 100000.000000
SNODAS_20051130.tar,2005-11-30,"Modeled snow layer thickness, total of snow layers",189975283 ,Meters / 1000.000000
SNODAS_20051130.tar,2005-11-30,"Modeled blowing snow sublimation rate, 24-hour total",189984954 ,Meters / 100000.000000
SNODAS_20051130.tar,2005-11-30,"Modeled snow water equivalent, total of snow layers",189978358 ,Meters / 1000.000000
SNODAS_20060531.tar,2006-05-31,"Modeled melt rate, bottom of snow layers, 24-hour total",212333138 ,Meters / 100000.000000
SNODAS_20060531.tar,2006-05-31,"Snow accumulation, 24-hour total",212333148 ,Kilograms per square meter / 10.000000
SNODAS_20060531.tar,2006-05-31,"Modeled snow layer thickness, total of snow layers",212331377 ,Meters / 1000.000000
SNODAS_20060531.tar,2006-05-31,"Modeled blowing snow sublimation rate, 24-hour total",212333141 ,Meters / 100000.000000
SNODAS_20060531.tar,2006-05-31,"Modeled snow water equivalent, total of snow layers",212331658 ,Meters / 1000.000000
SNODAS_20060531.tar,2006-05-31,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",212333154 ,Kelvins
SNODAS_20060531.tar,2006-05-31,"Modeled snowpack sublimation rate, 24-hour total",212333139 ,Meters / 100000.000000
SNODAS_20060531.tar,2006-05-31,"Non-snow accumulation, 24-hour total",212333153 ,Kilograms per square meter / 10.000000
SNODAS_20060225.tar,2006-02-25,"Modeled snow layer thickness, total of snow layers",200903219 ,Meters / 1000.000000
SNODAS_20060225.tar,2006-02-25,"Modeled snow water equivalent, total of snow layers",200903435 ,Meters / 1000.000000
SNODAS_20060225.tar,2006-02-25,"Modeled blowing snow sublimation rate, 24-hour total",200926275 ,Meters / 100000.000000
SNODAS_20060225.tar,2006-02-25,"Snow accumulation, 24-hour total",200909499 ,Kilograms per square meter / 10.000000
SNODAS_20060225.tar,2006-02-25,"Modeled melt rate, bottom of snow layers, 24-hour total",200925770 ,Meters / 100000.000000
SNODAS_20060225.tar,2006-02-25,"Non-snow accumulation, 24-hour total",200909583 ,Kilograms per square meter / 10.000000
SNODAS_20060225.tar,2006-02-25,"Modeled snowpack sublimation rate, 24-hour total",200926002 ,Meters / 100000.000000
SNODAS_20060225.tar,2006-02-25,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",200909637 ,Kelvins
SNODAS_20060622.tar,2006-06-22,"Snow accumulation, 24-hour total",215230571 ,Kilograms per square meter / 10.000000
SNODAS_20060622.tar,2006-06-22,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",215251175 ,Kelvins
SNODAS_20060622.tar,2006-06-22,"Modeled snow water equivalent, total of snow layers",215290477 ,Meters / 1000.000000
SNODAS_20060622.tar,2006-06-22,"Modeled snow layer thickness, total of snow layers",215268338 ,Meters / 1000.000000
SNODAS_20060622.tar,2006-06-22,"Modeled melt rate, bottom of snow layers, 24-hour total",215231481 ,Meters / 100000.000000
SNODAS_20060622.tar,2006-06-22,"Non-snow accumulation, 24-hour total",215230694 ,Kilograms per square meter / 10.000000
SNODAS_20060622.tar,2006-06-22,"Modeled snowpack sublimation rate, 24-hour total",215232030 ,Meters / 100000.000000
SNODAS_20060622.tar,2006-06-22,"Modeled blowing snow sublimation rate, 24-hour total",215234442 ,Meters / 100000.000000
SNODAS_20060704.tar,2006-07-04,"Modeled snow layer thickness, total of snow layers",216285426 ,Meters / 1000.000000
SNODAS_20060704.tar,2006-07-04,"Snow accumulation, 24-hour total",216291131 ,Kilograms per square meter / 10.000000
SNODAS_20060704.tar,2006-07-04,"Non-snow accumulation, 24-hour total",216291199 ,Kilograms per square meter / 10.000000
SNODAS_20060704.tar,2006-07-04,"Modeled blowing snow sublimation rate, 24-hour total",216293453 ,Meters / 100000.000000
SNODAS_20060704.tar,2006-07-04,"Modeled snowpack sublimation rate, 24-hour total",216293321 ,Meters / 100000.000000
SNODAS_20060704.tar,2006-07-04,"Modeled melt rate, bottom of snow layers, 24-hour total",216293128 ,Meters / 100000.000000
SNODAS_20060704.tar,2006-07-04,"Modeled snow water equivalent, total of snow layers",216285491 ,Meters / 1000.000000
SNODAS_20060704.tar,2006-07-04,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",216293458 ,Kelvins
SNODAS_20060128.tar,2006-01-28,"Modeled snow water equivalent, total of snow layers",197822960 ,Meters / 1000.000000
SNODAS_20060128.tar,2006-01-28,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",197785470 ,Kelvins
SNODAS_20060128.tar,2006-01-28,"Modeled melt rate, bottom of snow layers, 24-hour total",197785439 ,Meters / 100000.000000
SNODAS_20060128.tar,2006-01-28,"Modeled snow layer thickness, total of snow layers",197796293 ,Meters / 1000.000000
SNODAS_20060128.tar,2006-01-28,"Modeled snowpack sublimation rate, 24-hour total",197785445 ,Meters / 100000.000000
SNODAS_20060128.tar,2006-01-28,"Modeled blowing snow sublimation rate, 24-hour total",197785449 ,Meters / 100000.000000
SNODAS_20060128.tar,2006-01-28,"Snow accumulation, 24-hour total",197785451 ,Kilograms per square meter / 10.000000
SNODAS_20060128.tar,2006-01-28,"Non-snow accumulation, 24-hour total",197785460 ,Kilograms per square meter / 10.000000
SNODAS_20051117.tar,2005-11-17,"Non-snow accumulation, 24-hour total",188287357 ,Kilograms per square meter / 10.000000
SNODAS_20051117.tar,2005-11-17,"Modeled blowing snow sublimation rate, 24-hour total",188291073 ,Meters / 100000.000000
SNODAS_20051117.tar,2005-11-17,"Modeled snow water equivalent, total of snow layers",188281349 ,Meters / 1000.000000
SNODAS_20051117.tar,2005-11-17,"Modeled melt rate, bottom of snow layers, 24-hour total",188290704 ,Meters / 100000.000000
SNODAS_20051117.tar,2005-11-17,"Modeled snowpack sublimation rate, 24-hour total",188293409 ,Meters / 100000.000000
SNODAS_20051117.tar,2005-11-17,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",188291095 ,Kelvins
SNODAS_20051117.tar,2005-11-17,"Modeled snow layer thickness, total of snow layers",188281652 ,Meters / 1000.000000
SNODAS_20051117.tar,2005-11-17,"Snow accumulation, 24-hour total",188291079 ,Kilograms per square meter / 10.000000
SNODAS_20060517.tar,2006-05-17,"Non-snow accumulation, 24-hour total",210759301 ,Kilograms per square meter / 10.000000
SNODAS_20060517.tar,2006-05-17,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",210760478 ,Kelvins
SNODAS_20060517.tar,2006-05-17,"Modeled snow water equivalent, total of snow layers",210754784 ,Meters / 1000.000000
SNODAS_20060517.tar,2006-05-17,"Modeled snow layer thickness, total of snow layers",210757710 ,Meters / 1000.000000
SNODAS_20060517.tar,2006-05-17,"Modeled melt rate, bottom of snow layers, 24-hour total",210775766 ,Meters / 100000.000000
SNODAS_20060517.tar,2006-05-17,"Snow accumulation, 24-hour total",210759207 ,Kilograms per square meter / 10.000000
SNODAS_20060517.tar,2006-05-17,"Modeled blowing snow sublimation rate, 24-hour total",210759102 ,Meters / 100000.000000
SNODAS_20060517.tar,2006-05-17,"Modeled snowpack sublimation rate, 24-hour total",210776181 ,Meters / 100000.000000
SNODAS_20051229.tar,2005-12-29,"Modeled snowpack sublimation rate, 24-hour total",193799819 ,Meters / 100000.000000
SNODAS_20051229.tar,2005-12-29,"Non-snow accumulation, 24-hour total",193796618 ,Kilograms per square meter / 10.000000
SNODAS_20051229.tar,2005-12-29,"Snow accumulation, 24-hour total",193796286 ,Kilograms per square meter / 10.000000
SNODAS_20051229.tar,2005-12-29,"Modeled snow water equivalent, total of snow layers",193794040 ,Meters / 1000.000000
SNODAS_20051229.tar,2005-12-29,"Modeled melt rate, bottom of snow layers, 24-hour total",193799638 ,Meters / 100000.000000
SNODAS_20051229.tar,2005-12-29,"Modeled blowing snow sublimation rate, 24-hour total",193799973 ,Meters / 100000.000000
SNODAS_20051229.tar,2005-12-29,"Modeled snow layer thickness, total of snow layers",193793341 ,Meters / 1000.000000
SNODAS_20051229.tar,2005-12-29,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",193800091 ,Kelvins
SNODAS_20051222.tar,2005-12-22,"Non-snow accumulation, 24-hour total",192877529 ,Kilograms per square meter / 10.000000
SNODAS_20051222.tar,2005-12-22,"Modeled melt rate, bottom of snow layers, 24-hour total",192880425 ,Meters / 100000.000000
SNODAS_20051222.tar,2005-12-22,"Snow accumulation, 24-hour total",192877338 ,Kilograms per square meter / 10.000000
SNODAS_20051222.tar,2005-12-22,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",192880903 ,Kelvins
SNODAS_20051222.tar,2005-12-22,"Modeled snow water equivalent, total of snow layers",192878918 ,Meters / 1000.000000
SNODAS_20051222.tar,2005-12-22,"Modeled blowing snow sublimation rate, 24-hour total",192880731 ,Meters / 100000.000000
SNODAS_20051222.tar,2005-12-22,"Modeled snow layer thickness, total of snow layers",192876031 ,Meters / 1000.000000
SNODAS_20051222.tar,2005-12-22,"Modeled snowpack sublimation rate, 24-hour total",192880562 ,Meters / 100000.000000
SNODAS_20060710.tar,2006-07-10,"Modeled snowpack sublimation rate, 24-hour total",216995459 ,Meters / 100000.000000
SNODAS_20060710.tar,2006-07-10,"Non-snow accumulation, 24-hour total",216993464 ,Kilograms per square meter / 10.000000
SNODAS_20060710.tar,2006-07-10,"Modeled melt rate, bottom of snow layers, 24-hour total",216995312 ,Meters / 100000.000000
SNODAS_20060710.tar,2006-07-10,"Snow accumulation, 24-hour total",216993454 ,Kilograms per square meter / 10.000000
SNODAS_20060710.tar,2006-07-10,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",216995602 ,Kelvins
SNODAS_20060710.tar,2006-07-10,"Modeled snow layer thickness, total of snow layers",216985471 ,Meters / 1000.000000
SNODAS_20060710.tar,2006-07-10,"Modeled blowing snow sublimation rate, 24-hour total",216995593 ,Meters / 100000.000000
SNODAS_20060710.tar,2006-07-10,"Modeled snow water equivalent, total of snow layers",216985423 ,Meters / 1000.000000
SNODAS_20060420.tar,2006-04-20,"Modeled snow layer thickness, total of snow layers",207429295 ,Meters / 1000.000000
SNODAS_20060420.tar,2006-04-20,"Modeled blowing snow sublimation rate, 24-hour total",207435050 ,Meters / 100000.000000
SNODAS_20060420.tar,2006-04-20,"Modeled snow water equivalent, total of snow layers",207429702 ,Meters / 1000.000000
SNODAS_20060420.tar,2006-04-20,"Modeled melt rate, bottom of snow layers, 24-hour total",207434854 ,Meters / 100000.000000
SNODAS_20060420.tar,2006-04-20,"Snow accumulation, 24-hour total",207431969 ,Kilograms per square meter / 10.000000
SNODAS_20060420.tar,2006-04-20,"Non-snow accumulation, 24-hour total",207432246 ,Kilograms per square meter / 10.000000
SNODAS_20060420.tar,2006-04-20,"Modeled snowpack sublimation rate, 24-hour total",207435049 ,Meters / 100000.000000
SNODAS_20060420.tar,2006-04-20,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",207435056 ,Kelvins
SNODAS_20060313.tar,2006-03-13,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",202891355 ,Kelvins
SNODAS_20060313.tar,2006-03-13,"Modeled blowing snow sublimation rate, 24-hour total",202888888 ,Meters / 100000.000000
SNODAS_20060313.tar,2006-03-13,"Modeled snow layer thickness, total of snow layers",202878991 ,Meters / 1000.000000
SNODAS_20060313.tar,2006-03-13,"Modeled snowpack sublimation rate, 24-hour total",202887854 ,Meters / 100000.000000
SNODAS_20060313.tar,2006-03-13,"Modeled melt rate, bottom of snow layers, 24-hour total",202887228 ,Meters / 100000.000000
SNODAS_20060313.tar,2006-03-13,"Snow accumulation, 24-hour total",202889781 ,Kilograms per square meter / 10.000000
SNODAS_20060313.tar,2006-03-13,"Modeled snow water equivalent, total of snow layers",202879217 ,Meters / 1000.000000
SNODAS_20060313.tar,2006-03-13,"Non-snow accumulation, 24-hour total",202890446 ,Kilograms per square meter / 10.000000
SNODAS_20051225.tar,2005-12-25,"Snow accumulation, 24-hour total",193325100 ,Kilograms per square meter / 10.000000
SNODAS_20051225.tar,2005-12-25,"Non-snow accumulation, 24-hour total",193325317 ,Kilograms per square meter / 10.000000
SNODAS_20051225.tar,2005-12-25,"Modeled blowing snow sublimation rate, 24-hour total",193324931 ,Meters / 100000.000000
SNODAS_20051225.tar,2005-12-25,"Modeled snow layer thickness, total of snow layers",193318217 ,Meters / 1000.000000
SNODAS_20051225.tar,2005-12-25,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",193325585 ,Kelvins
SNODAS_20051225.tar,2005-12-25,"Modeled snow water equivalent, total of snow layers",193318075 ,Meters / 1000.000000
SNODAS_20051225.tar,2005-12-25,"Modeled snowpack sublimation rate, 24-hour total",193324326 ,Meters / 100000.000000
SNODAS_20051225.tar,2005-12-25,"Modeled melt rate, bottom of snow layers, 24-hour total",193323939 ,Meters / 100000.000000
SNODAS_20060301.tar,2006-03-01,"Modeled melt rate, bottom of snow layers, 24-hour total",201359883 ,Meters / 100000.000000
SNODAS_20060301.tar,2006-03-01,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",201360437 ,Kelvins
SNODAS_20060301.tar,2006-03-01,"Non-snow accumulation, 24-hour total",201360174 ,Kilograms per square meter / 10.000000
SNODAS_20060301.tar,2006-03-01,"Modeled snow layer thickness, total of snow layers",201357555 ,Meters / 1000.000000
SNODAS_20060301.tar,2006-03-01,"Modeled snow water equivalent, total of snow layers",201355837 ,Meters / 1000.000000
SNODAS_20060301.tar,2006-03-01,"Modeled snowpack sublimation rate, 24-hour total",201360037 ,Meters / 100000.000000
SNODAS_20060301.tar,2006-03-01,"Snow accumulation, 24-hour total",201360097 ,Kilograms per square meter / 10.000000
SNODAS_20060301.tar,2006-03-01,"Modeled blowing snow sublimation rate, 24-hour total",201360093 ,Meters / 100000.000000
SNODAS_20060616.tar,2006-06-16,"Snow accumulation, 24-hour total",214178967 ,Kilograms per square meter / 10.000000
SNODAS_20060616.tar,2006-06-16,"Modeled melt rate, bottom of snow layers, 24-hour total",214178095 ,Meters / 100000.000000
SNODAS_20060616.tar,2006-06-16,"Modeled snow water equivalent, total of snow layers",214172812 ,Meters / 1000.000000
SNODAS_20060616.tar,2006-06-16,"Non-snow accumulation, 24-hour total",214178970 ,Kilograms per square meter / 10.000000
SNODAS_20060616.tar,2006-06-16,"Modeled snowpack sublimation rate, 24-hour total",214178501 ,Meters / 100000.000000
SNODAS_20060616.tar,2006-06-16,"Modeled blowing snow sublimation rate, 24-hour total",214178681 ,Meters / 100000.000000
SNODAS_20060616.tar,2006-06-16,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",214178971 ,Kelvins
SNODAS_20060616.tar,2006-06-16,"Modeled snow layer thickness, total of snow layers",214174501 ,Meters / 1000.000000
SNODAS_20051125.tar,2005-11-25,"Snow accumulation, 24-hour total",189321638 ,Kilograms per square meter / 10.000000
SNODAS_20051125.tar,2005-11-25,"Modeled snowpack sublimation rate, 24-hour total",189320748 ,Meters / 100000.000000
SNODAS_20051125.tar,2005-11-25,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",189321944 ,Kelvins
SNODAS_20051125.tar,2005-11-25,"Modeled blowing snow sublimation rate, 24-hour total",189321157 ,Meters / 100000.000000
SNODAS_20051125.tar,2005-11-25,"Non-snow accumulation, 24-hour total",189321899 ,Kilograms per square meter / 10.000000
SNODAS_20051125.tar,2005-11-25,"Modeled snow water equivalent, total of snow layers",189322314 ,Meters / 1000.000000
SNODAS_20051125.tar,2005-11-25,"Modeled snow layer thickness, total of snow layers",189319935 ,Meters / 1000.000000
SNODAS_20051125.tar,2005-11-25,"Modeled melt rate, bottom of snow layers, 24-hour total",189320193 ,Meters / 100000.000000
SNODAS_20060304.tar,2006-03-04,"Modeled snow water equivalent, total of snow layers",201788874 ,Meters / 1000.000000
SNODAS_20060304.tar,2006-03-04,"Modeled melt rate, bottom of snow layers, 24-hour total",201781595 ,Meters / 100000.000000
SNODAS_20060304.tar,2006-03-04,"Non-snow accumulation, 24-hour total",201766894 ,Kilograms per square meter / 10.000000
SNODAS_20060304.tar,2006-03-04,"Modeled blowing snow sublimation rate, 24-hour total",201766538 ,Meters / 100000.000000
SNODAS_20060304.tar,2006-03-04,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",201767643 ,Kelvins
SNODAS_20060304.tar,2006-03-04,"Modeled snowpack sublimation rate, 24-hour total",201781747 ,Meters / 100000.000000
SNODAS_20060304.tar,2006-03-04,"Modeled snow layer thickness, total of snow layers",201765746 ,Meters / 1000.000000
SNODAS_20060304.tar,2006-03-04,"Snow accumulation, 24-hour total",201766625 ,Kilograms per square meter / 10.000000
SNODAS_20060312.tar,2006-03-12,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",202794930 ,Kelvins
SNODAS_20060312.tar,2006-03-12,"Modeled melt rate, bottom of snow layers, 24-hour total",202811553 ,Meters / 100000.000000
SNODAS_20060312.tar,2006-03-12,"Modeled blowing snow sublimation rate, 24-hour total",202812268 ,Meters / 100000.000000
SNODAS_20060312.tar,2006-03-12,"Non-snow accumulation, 24-hour total",202794830 ,Kilograms per square meter / 10.000000
SNODAS_20060312.tar,2006-03-12,"Modeled snow layer thickness, total of snow layers",202786818 ,Meters / 1000.000000
SNODAS_20060312.tar,2006-03-12,"Modeled snowpack sublimation rate, 24-hour total",202811931 ,Meters / 100000.000000
SNODAS_20060312.tar,2006-03-12,"Modeled snow water equivalent, total of snow layers",202792794 ,Meters / 1000.000000
SNODAS_20060312.tar,2006-03-12,"Snow accumulation, 24-hour total",202794789 ,Kilograms per square meter / 10.000000
SNODAS_20060516.tar,2006-05-16,"Snow accumulation, 24-hour total",210672751 ,Kilograms per square meter / 10.000000
SNODAS_20060516.tar,2006-05-16,"Modeled blowing snow sublimation rate, 24-hour total",210672740 ,Meters / 100000.000000
SNODAS_20060516.tar,2006-05-16,"Modeled snow layer thickness, total of snow layers",210666823 ,Meters / 1000.000000
SNODAS_20060516.tar,2006-05-16,"Non-snow accumulation, 24-hour total",210672757 ,Kilograms per square meter / 10.000000
SNODAS_20060516.tar,2006-05-16,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",210672758 ,Kelvins
SNODAS_20060516.tar,2006-05-16,"Modeled snow water equivalent, total of snow layers",210712411 ,Meters / 1000.000000
SNODAS_20060516.tar,2006-05-16,"Modeled snowpack sublimation rate, 24-hour total",210672640 ,Meters / 100000.000000
SNODAS_20060516.tar,2006-05-16,"Modeled melt rate, bottom of snow layers, 24-hour total",210672525 ,Meters / 100000.000000
SNODAS_20051030.tar,2005-10-30,"Non-snow accumulation, 24-hour total",185504420 ,Kilograms per square meter / 10.000000
SNODAS_20051030.tar,2005-10-30,"Modeled snow water equivalent, total of snow layers",185493430 ,Meters / 1000.000000
SNODAS_20051030.tar,2005-10-30,"Modeled snowpack sublimation rate, 24-hour total",185501363 ,Meters / 100000.000000
SNODAS_20051030.tar,2005-10-30,"Modeled snow layer thickness, total of snow layers",185499659 ,Meters / 1000.000000
SNODAS_20051030.tar,2005-10-30,"Modeled blowing snow sublimation rate, 24-hour total",185502471 ,Meters / 100000.000000
SNODAS_20051030.tar,2005-10-30,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",185505821 ,Kelvins
SNODAS_20051030.tar,2005-10-30,"Snow accumulation, 24-hour total",185503729 ,Kilograms per square meter / 10.000000
SNODAS_20051030.tar,2005-10-30,"Modeled melt rate, bottom of snow layers, 24-hour total",185500259 ,Meters / 100000.000000
SNODAS_20051022.tar,2005-10-22,"Non-snow accumulation, 24-hour total",184206335 ,Kilograms per square meter / 10.000000
SNODAS_20051022.tar,2005-10-22,"Snow accumulation, 24-hour total",184206331 ,Kilograms per square meter / 10.000000
SNODAS_20051022.tar,2005-10-22,"Modeled snow layer thickness, total of snow layers",184200272 ,Meters / 1000.000000
SNODAS_20051022.tar,2005-10-22,"Modeled blowing snow sublimation rate, 24-hour total",184206325 ,Meters / 100000.000000
SNODAS_20051022.tar,2005-10-22,"Modeled snow water equivalent, total of snow layers",184196464 ,Meters / 1000.000000
SNODAS_20051022.tar,2005-10-22,"Modeled melt rate, bottom of snow layers, 24-hour total",184206154 ,Meters / 100000.000000
SNODAS_20051022.tar,2005-10-22,"Modeled snowpack sublimation rate, 24-hour total",184206324 ,Meters / 100000.000000
SNODAS_20051022.tar,2005-10-22,"Modeled average temperature, SWE-weighted average of snow layers, 24-hour average",184206342 ,Kelvins
SNODAS_20051204.tar,2005-12-04,"Snow accumulation, 24-hour total",190499251 ,Kilograms per square meter / 10.000000
SNODAS_20051204.tar,2005-12-04,"Modeled snow water equivalent, total of snow layers",190500788 ,Meters / 1000.000000
SNODAS_20051204.tar,2005-12-04,"Non-snow accumulation, 24-hour total",190499770 ,Kilograms per square meter / 10.000000
