datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00065_Mean,00065_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63675_Mean,63675_Mean_cd,63680_Mean,63680_Mean_cd
2007-06-29 00:00:00+00:00,22.9,A,09406000,56.9,A,7.86,A,784.0,A,7.4,A,,,41.0,A
2007-06-30 00:00:00+00:00,23.0,A,09406000,53.8,A,7.82,A,781.0,A,7.3,A,,,,
2007-07-01 00:00:00+00:00,23.0,A,09406000,53.0,A,7.81,A,803.0,A,7.3,A,,,,
2007-07-02 00:00:00+00:00,23.2,A,09406000,52.3,A,7.81,A,784.0,A,7.3,A,,,,
2007-07-03 00:00:00+00:00,23.3,A,09406000,50.5,A,7.79,A,779.0,A,7.3,A,,,,
2007-07-04 00:00:00+00:00,24.1,A,09406000,52.4,A,7.81,A,778.0,A,7.2,A,,,,
2007-07-05 00:00:00+00:00,24.4,A,09406000,52.2,A,7.81,A,771.0,A,7.1,A,,,,
2007-07-06 00:00:00+00:00,24.7,A,09406000,53.2,A,7.82,A,771.0,A,7.1,A,,,,
2007-07-07 00:00:00+00:00,24.8,A,09406000,55.3,A,7.84,A,,,7.0,A,,,,
2007-07-08 00:00:00+00:00,24.7,A,09406000,51.9,A,7.8,A,,,7.0,A,,,,
2007-07-09 00:00:00+00:00,24.7,A,09406000,52.5,A,7.81,A,,,7.0,A,,,,
2007-07-10 00:00:00+00:00,24.2,A,09406000,52.4,A,7.81,A,,,7.1,A,,,,
2007-07-11 00:00:00+00:00,23.4,A,09406000,52.9,A,7.81,A,,,7.2,A,,,,
2007-07-12 00:00:00+00:00,24.5,A,09406000,53.3,A,7.82,A,,,7.1,A,,,,
2007-07-13 00:00:00+00:00,25.6,A,09406000,52.2,A,7.8,A,,,6.9,A,,,73.5,A
2007-07-14 00:00:00+00:00,24.8,A,09406000,51.9,A,7.8,A,,,7.0,A,,,57.2,A
2007-07-15 00:00:00+00:00,25.1,A,09406000,52.3,A,7.81,A,,,7.0,A,,,58.5,A
2007-07-16 00:00:00+00:00,25.8,A,09406000,57.3,A,7.86,A,,,6.8,A,,,,
2007-07-17 00:00:00+00:00,26.2,A,09406000,54.4,A,7.83,A,,,6.8,A,,,,
2007-07-18 00:00:00+00:00,26.1,A,09406000,54.7,A,7.83,A,,,6.7,A,,,,
2007-07-19 00:00:00+00:00,25.1,A,09406000,51.3,A,7.79,A,778.0,A,6.7,A,,,,
2007-07-20 00:00:00+00:00,24.5,A,09406000,52.2,A,7.8,A,779.0,A,6.7,A,,,,
2007-07-21 00:00:00+00:00,24.7,A,09406000,52.2,A,7.81,A,770.0,A,6.7,A,,,,
