datetime,00060_Mean,00060_Mean_cd,site_no,00095_Mean,00095_Mean_cd
2010-10-01 00:00:00+00:00,139.0,A,09251000,525.0,A
2010-10-02 00:00:00+00:00,151.0,A,09251000,513.0,A
2010-10-03 00:00:00+00:00,150.0,A,09251000,504.0,A
2010-10-04 00:00:00+00:00,135.0,A,09251000,517.0,A
2010-10-05 00:00:00+00:00,138.0,A,09251000,521.0,A
2010-10-06 00:00:00+00:00,151.0,"A, e",09251000,522.0,A
2010-10-07 00:00:00+00:00,155.0,"A, e",09251000,522.0,A
2010-10-08 00:00:00+00:00,159.0,"A, e",09251000,,
2010-10-09 00:00:00+00:00,165.0,"A, e",09251000,,
2010-10-10 00:00:00+00:00,178.0,"A, e",09251000,542.0,A
2010-10-11 00:00:00+00:00,220.0,"A, e",09251000,541.0,A
2010-10-12 00:00:00+00:00,255.0,"A, e",09251000,535.0,A
2010-10-13 00:00:00+00:00,273.0,"A, e",09251000,,
2010-10-14 00:00:00+00:00,288.0,"A, e",09251000,,
2010-10-15 00:00:00+00:00,320.0,"A, e",09251000,,
2010-10-16 00:00:00+00:00,298.0,"A, e",09251000,476.0,A
2010-10-17 00:00:00+00:00,274.0,"A, e",09251000,,
2010-10-18 00:00:00+00:00,258.0,A,09251000,453.0,A
2010-10-19 00:00:00+00:00,235.0,A,09251000,456.0,A
2010-10-20 00:00:00+00:00,223.0,A,09251000,467.0,A
2010-10-21 00:00:00+00:00,228.0,A,09251000,477.0,A
2010-10-22 00:00:00+00:00,256.0,A,09251000,491.0,A
2010-10-23 00:00:00+00:00,267.0,A,09251000,507.0,A
2010-10-24 00:00:00+00:00,286.0,A,09251000,513.0,A
2010-10-25 00:00:00+00:00,467.0,A,09251000,497.0,A
2010-10-26 00:00:00+00:00,580.0,A,09251000,465.0,A
2010-10-27 00:00:00+00:00,854.0,A,09251000,447.0,A
2010-10-28 00:00:00+00:00,605.0,A,09251000,398.0,A
2010-10-29 00:00:00+00:00,500.0,A,09251000,382.0,A
2010-10-30 00:00:00+00:00,427.0,A,09251000,377.0,A
2010-10-31 00:00:00+00:00,488.0,A,09251000,403.0,A
2010-11-01 00:00:00+00:00,525.0,A,09251000,429.0,A
2010-11-02 00:00:00+00:00,550.0,A,09251000,437.0,A
2010-11-03 00:00:00+00:00,517.0,A,09251000,426.0,A
2010-11-04 00:00:00+00:00,475.0,A,09251000,428.0,A
2010-11-05 00:00:00+00:00,460.0,A,09251000,423.0,A
2010-11-06 00:00:00+00:00,449.0,A,09251000,423.0,A
2010-11-07 00:00:00+00:00,442.0,A,09251000,431.0,A
2010-11-08 00:00:00+00:00,416.0,A,09251000,438.0,A
2010-11-09 00:00:00+00:00,444.0,A,09251000,430.0,A
2010-11-10 00:00:00+00:00,414.0,A,09251000,431.0,A
2010-11-11 00:00:00+00:00,427.0,A,09251000,438.0,A
2010-11-12 00:00:00+00:00,399.0,A,09251000,447.0,A
2010-11-13 00:00:00+00:00,387.0,A,09251000,440.0,A
2010-11-14 00:00:00+00:00,357.0,A,09251000,445.0,A
2010-11-15 00:00:00+00:00,372.0,A,09251000,451.0,A
2010-11-16 00:00:00+00:00,389.0,A,09251000,456.0,A
2010-11-17 00:00:00+00:00,404.0,A,09251000,463.0,A
2010-11-18 00:00:00+00:00,401.0,A,09251000,473.0,A
2010-11-19 00:00:00+00:00,378.0,A,09251000,473.0,A
2010-11-20 00:00:00+00:00,409.0,A,09251000,474.0,A
2010-11-21 00:00:00+00:00,412.0,"A, e",09251000,465.0,A
2010-11-22 00:00:00+00:00,402.0,"A, e",09251000,467.0,A
2010-11-23 00:00:00+00:00,402.0,"A, e",09251000,457.0,A
2010-11-24 00:00:00+00:00,393.0,"A, e",09251000,459.0,A
2010-11-25 00:00:00+00:00,318.0,"A, e",09251000,485.0,A
2010-11-26 00:00:00+00:00,323.0,"A, e",09251000,510.0,A
2010-11-27 00:00:00+00:00,392.0,"A, e",09251000,496.0,A
2010-11-28 00:00:00+00:00,431.0,"A, e",09251000,530.0,A
2010-11-29 00:00:00+00:00,409.0,"A, e",09251000,515.0,A
2010-11-30 00:00:00+00:00,392.0,"A, e",09251000,501.0,A
2010-12-01 00:00:00+00:00,393.0,"A, e",09251000,511.0,A
2010-12-02 00:00:00+00:00,390.0,"A, e",09251000,512.0,A
2010-12-03 00:00:00+00:00,388.0,"A, e",09251000,512.0,A
2010-12-04 00:00:00+00:00,385.0,"A, e",09251000,,
2010-12-05 00:00:00+00:00,381.0,"A, e",09251000,,
2010-12-06 00:00:00+00:00,371.0,"A, e",09251000,,
2010-12-07 00:00:00+00:00,378.0,"A, e",09251000,,
2010-12-08 00:00:00+00:00,352.0,"A, e",09251000,,
2010-12-09 00:00:00+00:00,370.0,"A, e",09251000,,
2010-12-10 00:00:00+00:00,368.0,"A, e",09251000,,
2010-12-11 00:00:00+00:00,366.0,"A, e",09251000,,
2010-12-12 00:00:00+00:00,354.0,"A, e",09251000,,
2010-12-13 00:00:00+00:00,359.0,"A, e",09251000,,
2010-12-14 00:00:00+00:00,359.0,"A, e",09251000,,
2010-12-15 00:00:00+00:00,359.0,"A, e",09251000,508.0,A
2010-12-16 00:00:00+00:00,296.0,"A, e",09251000,538.0,A
